PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_SYSTEMATIC_NAME,SMILES,SAscore,RAscore,Combined_Score
8371,"2,3,5,6-tetrakis(chloranyl)cyclohexa-2,5-diene-1,4-dione",O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,2.591,0.952000022,0.783707574
10141,"5,8-bis(oxidanyl)naphthalene-1,4-dione",O=C1C=CC(=O)c2c(O)ccc(O)c21,2.431,0.97299999,0.818292992
10166,"(1R,3S)-9-methoxy-1,3-dimethyl-3,4-dihydro-1H-benzo[g]isochromene-5,10-dione",COc1cccc2c1C(=O)C1=C(C[C@H](C)O[C@@H]1C)C2=O,3.375,0.72299999,0.532208326
10207,"3-(hydroxymethyl)-1,8-bis(oxidanyl)anthracene-9,10-dione",O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,2.31,0.990999997,0.846754442
10208,"3-methyl-1,8-bis(oxidanyl)anthracene-9,10-dione",Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,2.189,0.987999976,0.857474201
68083,"furo[3,2-g]chromene-4,7,9-trione",O=C1c2ccoc2C(=O)c2oc(=O)ccc21,2.929,0.95599997,0.75109731
68239,"2,3,5,6-tetrakis(fluoranyl)cyclohexa-2,5-diene-1,4-dione",O=C1C(F)=C(F)C(=O)C(F)=C1F,3.373,0.950999975,0.700252982
69453,"2,3,5-tris(chloranyl)cyclohexa-2,5-diene-1,4-dione",O=C1C=C(Cl)C(=O)C(Cl)=C1Cl,2.883,0.950999975,0.752029647
84442,"4-chloranyl-2,5-bis(oxidanyl)-3,6-bis(oxidanylidene)cyclohexa-1,4-diene-1-carbonitrile",N#CC1=C(O)C(=O)C(Cl)=C(O)C1=O,3.234,0.907999992,0.682614216
87538,"4,5-bis(chloranyl)cyclohexa-3,5-diene-1,2-dione",O=C1C=C(Cl)C(Cl)=CC1=O,3.079,0.950999975,0.731318981
132243,"(3S)-8-methoxy-3-methyl-11-oxidanyl-3,4-dihydro-2H-benzo[a]anthracene-1,7,12-trione",COc1ccc(O)c2c1C(=O)c1ccc3c(c1C2=O)C(=O)C[C@@H](C)C3,2.999,0.575999975,0.448063981
135906,"8-ethenyl-2,3-dimethoxy-8-methyl-5-prop-1-en-2-yl-6,7-dihydro-5H-naphthalene-1,4-dione",C=CC1(C)CCC(C(=C)C)C2=C1C(=O)C(OC)=C(OC)C2=O,4.271,0.034000002,0.02164289
146693,"3,5-bis(chloranyl)cyclohexa-3,5-diene-1,2-dione",O=C1C=C(Cl)C=C(Cl)C1=O,2.772,0.949000001,0.762152445
146752,"3,4,6-tris(chloranyl)cyclohexa-3,5-diene-1,2-dione",O=C1C(=O)C(Cl)=C(Cl)C=C1Cl,3.058,0.952000022,0.73430935
147824,"1-(hydroxymethyl)-7-methoxy-6-methyl-5,8-bis(oxidanylidene)-3,4-dihydro-1H-isoquinoline-2-carbaldehyde",COC1=C(C)C(=O)C2=C(C1=O)C(CO)N(C=O)CC2,3.73,0.568000019,0.39570668
149148,"8-oxidanyl-5,6-bis(oxidanylidene)quinoline-7-carbonitrile",N#CC1=C(O)c2ncccc2C(=O)C1=O,2.78,0.943000019,0.75649557
149159,"6,7-bis(chloranyl)quinoxaline-5,8-dione",O=C1C(Cl)=C(Cl)C(=O)c2nccnc21,2.73,0.952000022,0.769004462
149160,"6,7-bis(chloranyl)quinazoline-5,8-dione",O=C1C(Cl)=C(Cl)C(=O)c2ncncc21,2.782,0.952000022,0.763504018
149161,"6,7-bis(chloranyl)phthalazine-5,8-dione",O=C1C(Cl)=C(Cl)C(=O)c2cnncc21,2.926,0.943000019,0.741198015
153833,"3,4-bis(chloranyl)cyclohexa-3,5-diene-1,2-dione",O=C1C=CC(Cl)=C(Cl)C1=O,3.038,0.959999979,0.742613317
153834,"3,6-bis(chloranyl)cyclohexa-3,5-diene-1,2-dione",O=C1C(=O)C(Cl)=CC=C1Cl,3.21,0.940999985,0.709932211
154045,"12-methylbenzo[a]anthracene-3,4-dione",Cc1c2ccccc2cc2ccc3c(c12)C=CC(=O)C3=O,2.443,0.973999977,0.817835314
183883,"2-(2-ethylbutyl)-6-methoxy-cyclohexa-2,5-diene-1,4-dione",CCC(CC)CC1=CC(=O)C=C(OC)C1=O,2.878,0.80400002,0.636232016
188865,"2,13-dimethylpentacyclo[12.8.0.03,12.04,9.017,22]docosa-1,3(12),4(9),5,10,13,15,17,19,21-decaene-7,8-dione",Cc1c2ccc3c(c2c(C)c2c1ccc1ccccc12)C=CC(=O)C3=O,2.604,0.223000005,0.183256448
255964,"6,7-bis(bromanyl)quinoline-5,8-dione",O=C1C(Br)=C(Br)C(=O)c2ncccc21,2.598,0.967000008,0.795303784
260516,"[2,4,5-triacetyloxy-3,6-bis(oxidanylidene)cyclohexa-1,4-dien-1-yl] ethanoate",CC(=O)OC1=C(OC(C)=O)C(=O)C(OC(C)=O)=C(OC(C)=O)C1=O,2.92,0.628000021,0.494026683
260559,"2-chloranyl-3-[(4-oxidanylidenecyclohexa-2,5-dien-1-ylidene)amino]naphthalene-1,4-dione",O=C1C=CC(=NC2=C(Cl)C(=O)c3ccccc3C2=O)C=C1,2.83,0.114,0.09082
269723,"5-oxidanyl-1H-quinoline-2,7,8-trione",O=C1C=C(O)c2ccc(=O)[nH]c2C1=O,2.836,0.762000024,0.606552019
270570,"diethyl 3,6-bis(oxidanylidene)cyclohexa-1,4-diene-1,4-dicarboxylate",CCOC(=O)C1=CC(=O)C(C(=O)OCC)=CC1=O,2.602,0.941999972,0.774323977
271155,"3-(2-bromanyl-3-methyl-but-1-enyl)-4-oxidanyl-naphthalene-1,2-dione",CC(C)C(Br)=CC1=C(O)c2ccccc2C(=O)C1=O,2.867,0.500999987,0.397070323
271597,"3-chloranyl-1H-naphtho[2,3-h]quinoxaline-2,7,12-trione",O=C1c2ccccc2C(=O)c2c1ccc1nc(Cl)c(=O)[nH]c21,2.505,0.924000025,0.769486687
272971,"N-[4-[3,6-bis(oxidanylidene)cyclohexa-1,4-dien-1-yl]sulfonylphenyl]ethanamide",CC(=O)Nc1ccc(S(=O)(=O)C2=CC(=O)C=CC2=O)cc1,2.381,0.985000014,0.833857234
280615,"7-bromanyl-6-methoxy-2-methyl-quinoline-5,8-dione",COC1=C(Br)C(=O)c2nc(C)ccc2C1=O,2.674,0.922999978,0.751321982
293262,"2,5-diethanoyl-3,6-diphenyl-cyclohexa-2,5-diene-1,4-dione",CC(=O)C1=C(c2ccccc2)C(=O)C(C(C)=O)=C(c2ccccc2)C1=O,2.378,0.647000015,0.547937124
301208,"1,4,4a,12a-tetrahydrotetracene-5,6,11,12-tetrone",O=C1C2=C(C(=O)c3ccccc31)C(=O)C1CC=CCC1C2=O,3.399,0.335000008,0.245703895
315283,"[4-acetyloxy-2,5-bis(chloranyl)-3,6-bis(oxidanylidene)cyclohexa-1,4-dien-1-yl] ethanoate",CC(=O)OC1=C(Cl)C(=O)C(OC(C)=O)=C(Cl)C1=O,3.073,0.870999992,0.67037966
315743,"2-(3-methylbutylsulfanyl)naphthalene-1,4-dione",CC(C)CCSC1=CC(=O)c2ccccc2C1=O,2.379,0.964999974,0.817140533
323616,"N-[2,5-bis(chloranyl)-3,6-bis(oxidanylidene)-4-(propanoylamino)cyclohexa-1,4-dien-1-yl]propanamide",CCC(=O)NC1=C(Cl)C(=O)C(NC(=O)CC)=C(Cl)C1=O,2.803,0.994000018,0.794868681
323877,"N-[2,4,5-tris(chloranyl)-3,6-bis(oxidanylidene)cyclohexa-1,4-dien-1-yl]propanamide",CCC(=O)NC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,2.766,0.991999984,0.797347543
335007,"2-ethanoyl-5-methoxy-3,6-bis(oxidanylidene)cyclohexa-1,4-diene-1-carbonitrile",COC1=CC(=O)C(C(C)=O)=C(C#N)C1=O,3.008,0.500999987,0.389221323
336581,"1-oxidanyl-2-trimethylsilyl-anthracene-9,10-dione",C[Si](C)(C)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,2.486,0.796999991,0.665406437
337849,"N-[9,10-bis(oxidanylidene)anthracen-2-yl]-2,2,2-tris(fluoranyl)ethanamide",O=C1c2ccccc2C(=O)c2cc(NC(=O)C(F)(F)F)ccc21,2.054,0.977999985,0.86346532
341026,"4,9-dimethoxy-8-oxidanyl-benzo[f][1,3]benzodioxole-5,6-dione",COc1c2c(c(OC)c3c1C(=O)C(=O)C=C3O)OCO2,2.953,0.476000011,0.372708009
341626,"N-[2,4,5,8-tetrakis(oxidanylidene)-1H-quinazolin-6-yl]ethanamide",CC(=O)NC1=CC(=O)c2[nH]c(=O)[nH]c(=O)c2C1=O,2.89,0.893999994,0.706259995
346025,"2,3,5-tris(chloranyl)-6-phenyl-cyclohexa-2,5-diene-1,4-dione",O=C1C(Cl)=C(Cl)C(=O)C(c2ccccc2)=C1Cl,2.386,0.93599999,0.791855991
347386,"N-[4-acetamido-2,5-bis(chloranyl)-3,6-bis(oxidanylidene)cyclohexa-1,4-dien-1-yl]ethanamide",CC(=O)NC1=C(Cl)C(=O)C(NC(C)=O)=C(Cl)C1=O,2.791,0.98299998,0.787382984
351760,"3H-phenanthrene-4,9,10-trione",O=C1CC=CC2=C1c1ccccc1C(=O)C2=O,2.715,0.916999996,0.742260552
354045,"2,2,2-tris(fluoranyl)-N-[2,4,5,8-tetrakis(oxidanylidene)-1H-quinazolin-6-yl]ethanamide",O=C1C=C(NC(=O)C(F)(F)F)C(=O)c2c1[nH]c(=O)[nH]c2=O,3.037,0.883000016,0.683147679
354771,"6-bromanyl-1H-quinazoline-2,4,5,8-tetrone",O=C1C=C(Br)C(=O)c2c1[nH]c(=O)[nH]c2=O,2.937,0.528999984,0.415147432
356350,"dimethyl 4-methoxy-3,6-bis(oxidanylidene)cyclohexa-1,4-diene-1,2-dicarboxylate",COC(=O)C1=C(C(=O)OC)C(=O)C(OC)=CC1=O,2.726,0.68900001,0.55686512
359306,"benzo[7]annulene-1,4,7-trione",O=C1C=CC(=O)c2ccc(=O)ccc21,2.347,0.968999982,0.823972985
363524,"2-chloranyl-6-methoxy-7-octyl-quinoline-5,8-dione",CCCCCCCCC1=C(OC)C(=O)c2ccc(Cl)nc2C1=O,2.648,0.875999987,0.715594656
368857,"6-phenylsulfanylbenzo[7]annulene-1,4,7-trione",O=C1C=CC(=O)c2cc(Sc3ccccc3)c(=O)ccc21,2.513,0.984000027,0.818578689
373411,"2,3-dimethoxy-6,8-dimethyl-benzo[7]annulene-1,4,7-trione",COC1=C(OC)C(=O)c2cc(C)c(=O)c(C)cc2C1=O,2.662,0.976000011,0.795765342
375762,"2,3-dimethoxy-6,8-bis(methylsulfanyl)benzo[7]annulene-1,4,7-trione",COC1=C(OC)C(=O)c2cc(SC)c(=O)c(SC)cc2C1=O,3.073,0.755999982,0.581867986
388027,"2,5-diethanoylthieno[3,2-f][1]benzothiole-4,8-dione",CC(=O)c1cc2c(s1)C(=O)c1scc(C(C)=O)c1C2=O,3.048,0.64200002,0.495909348
392895,"2,7-diethanoylbenzo[f][1]benzothiole-4,9-dione",CC(=O)c1ccc2c(c1)C(=O)c1sc(C(C)=O)cc1C2=O,2.463,0.898999989,0.752862546
404191,"methyl 5-ethyl-2-oxidanyl-6,11-bis(oxidanylidene)benzo[b]carbazole-1-carboxylate",CCn1c2c(c3c(C(=O)OC)c(O)ccc31)C(=O)c1ccccc1C2=O,2.535,0.88499999,0.734058325
406184,"2,3,5-tris(chloranyl)-6-(2-oxidanylidene-1,3-dithiol-4-yl)cyclohexa-2,5-diene-1,4-dione",O=C1C(Cl)=C(Cl)C(=O)C(c2csc(=O)s2)=C1Cl,3.464,0.828999996,0.602038219
438025,"dimethyl 1,4-bis(oxidanylidene)naphthalene-2,3-dicarboxylate",COC(=O)C1=C(C(=O)OC)C(=O)c2ccccc2C1=O,2.254,0.753000021,0.648082018
442750,"6-methyl-2-(3-methylbut-2-enyl)-1,3,8-tris(oxidanyl)anthracene-9,10-dione",CC(C)=CCc1c(O)cc2c(c1O)C(=O)c1c(O)cc(C)cc1C2=O,2.756,0.819000006,0.659204005
451422,"5-methoxy-6-methyl-7,8-bis(oxidanylidene)isoquinoline-1-carbonitrile",COC1=C(C)C(=O)C(=O)c2c1ccnc2C#N,2.986,0.474999994,0.370183329
521223,"2,3-dihydronaphthalene-1,4,5,8-tetrone",O=C1C=CC(=O)C2=C1C(=O)CCC2=O,2.84,0.768000007,0.610986672
558295,"4-[2,5-dimethyl-6-oxidanyl-3,4-bis(oxidanylidene)cyclohexa-1,5-dien-1-yl]-3,6-dimethyl-5-oxidanyl-cyclohexa-3,5-diene-1,2-dione",CC1=C(O)C(C2=C(C)C(=O)C(=O)C(C)=C2O)=C(C)C(=O)C1=O,3.027,0.093000002,0.072054335
607110,"ethyl 4,5,6-tris(oxidanylidene)-1H-benzo[h]quinoline-3-carboxylate",CCOC(=O)c1c[nH]c2c(c1=O)C(=O)C(=O)c1ccccc1-2,2.492,0.825999975,0.689067535
612645,"5,6-bis(chloranyl)-2,1,3-benzoxadiazole-4,7-dione",O=C1C(Cl)=C(Cl)C(=O)c2nonc21,3.119,0.930999994,0.711801218
617701,"1,4-bis(oxidanyl)-2-propyl-anthracene-9,10-dione",CCCc1cc(O)c2c(c1O)C(=O)c1ccccc1C2=O,2.204,0.862999976,0.747549757
619491,"naphtho[2,3-g][2,1,3]benzoxadiazole-6,11-dione",O=C1c2ccccc2C(=O)c2c1ccc1nonc21,2.294,0.870999992,0.745769549
736158,"4-oxidanyl-3-[1-oxidanyl-3,4-bis(oxidanylidene)naphthalen-2-yl]naphthalene-1,2-dione",O=C1C(=O)c2ccccc2C(O)=C1C1=C(O)c2ccccc2C(=O)C1=O,2.317,0.226999998,0.193782332
823103,"[4-oxidanyl-5,8-bis(oxidanylidene)naphthalen-1-yl] ethanoate",CC(=O)Oc1ccc(O)c2c1C(=O)C=CC2=O,2.445,0.976999998,0.820137221
849736,"3-[(4-methoxyphenyl)methyl]benzo[f]benzotriazole-4,9-dione",COc1ccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)cc1,2.204,0.936999977,0.811650202
1382505,"2-methyl-3-piperidin-1-ylcarbonyl-benzo[f][1]benzofuran-4,9-dione",Cc1oc2c(c1C(=O)N1CCCCC1)C(=O)c1ccccc1C2=O,2.32,0.843999982,0.720213318
1530613,"11,17-diazatetracyclo[8.7.0.03,8.011,16]heptadeca-1(10),3,5,7,12,14,16-heptaene-2,9-dione",O=C1c2ccccc2C(=O)c2c1nc1ccccn21,2.246,0.90200001,0.77712312
1902501,"ethyl 2-methyl-4,5-bis(oxidanylidene)benzo[g][1]benzofuran-3-carboxylate",CCOC(=O)c1c(C)oc2c1C(=O)C(=O)c1ccccc1-2,2.341,0.797999978,0.679097981
1911832,"1,7-bis(oxidanidyl)-[1,2,5]oxadiazolo[3,4-f][2,1,3]benzoxadiazole-1,7-diium-4,8-dione",O=C1c2no[n+]([O-])c2C(=O)c2c1no[n+]2[O-],4.131,0.89200002,0.581683124
2168381,"3,7-bis(oxidanidyl)-[1,2,5]oxadiazolo[3,4-f][2,1,3]benzoxadiazole-3,7-diium-4,8-dione",O=C1c2no[n+]([O-])c2C(=O)c2no[n+]([O-])c21,4.18,0.869000018,0.561953345
2747933,"dimethyl 5,8-bis(oxidanylidene)naphthalene-2,3-dicarboxylate",COC(=O)c1cc2c(cc1C(=O)OC)C(=O)C=CC2=O,2.369,0.962000012,0.815669122
2839610,"4-[2,4-bis(oxidanylidene)pentan-3-yl]-3-chloranyl-naphthalene-1,2-dione",CC(=O)C(C(C)=O)C1=C(Cl)C(=O)C(=O)c2ccccc21,2.733,0.810000002,0.654030002
3405711,"2,6-bis(bromanyl)-3-chloranyl-5-methyl-cyclohexa-2,5-diene-1,4-dione",CC1=C(Br)C(=O)C(Br)=C(Cl)C1=O,3.242,0.97299999,0.730614881
3431482,"2,6-bis(chloranyl)-3,5-bis(fluoranyl)cyclohexa-2,5-diene-1,4-dione",O=C1C(F)=C(Cl)C(=O)C(Cl)=C1F,3.37,0.958000004,0.70572667
3483941,"N-ethyl-1-ethylsulfanyl-9,10-bis(oxidanylidene)anthracene-2-carboxamide",CCNC(=O)c1ccc2c(c1SCC)C(=O)c1ccccc1C2=O,2.338,0.962000012,0.818982677
3503849,"2,5-diazidocyclohexa-2,5-diene-1,4-dione",[N-]=[N+]=NC1=CC(=O)C(N=[N+]=[N-])=CC1=O,4.201,0.82099998,0.528997654
3538931,"diethyl 2,5-bis(chloranyl)-3,6-bis(oxidanylidene)cyclohexa-1,4-diene-1,4-dicarboxylate",CCOC(=O)C1=C(Cl)C(=O)C(C(=O)OCC)=C(Cl)C1=O,2.83,0.851000011,0.677963342
3678565,"2-(7,8-dimethoxy-3,4-dihydro-2H-chromen-3-yl)-6-oxidanyl-cyclohexa-2,5-diene-1,4-dione",COc1ccc2c(c1OC)OCC(C1=CC(=O)C=C(O)C1=O)C2,3.349,0.159999996,0.118239997
4107102,"3,5,6,7,8-pentakis(fluoranyl)-4-oxidanyl-naphthalene-1,2-dione",O=C1C(=O)c2c(F)c(F)c(F)c(F)c2C(O)=C1F,3.081,0.634000003,0.487405114
4345463,"N-[9,10-bis(oxidanylidene)anthracen-1-yl]pyridine-4-carboxamide",O=C(Nc1cccc2c1C(=O)c1ccccc1C2=O)c1ccncc1,1.959,0.990999997,0.885403441
4401474,"6-azido-7-chloranyl-quinoline-5,8-dione",[N-]=[N+]=NC1=C(Cl)C(=O)c2ncccc2C1=O,3.116,0.160999998,0.12314711
4403486,"2,5-diazido-3,6-diphenyl-cyclohexa-2,5-diene-1,4-dione",[N-]=[N+]=NC1=C(c2ccccc2)C(=O)C(N=[N+]=[N-])=C(c2ccccc2)C1=O,3.116,0.186000004,0.142269337
4553955,"6,7-diazidoquinoline-5,8-dione",[N-]=[N+]=NC1=C(N=[N+]=[N-])C(=O)c2ncccc2C1=O,3.545,0.448000014,0.321315565
4555401,"N-methyl-N-[2,5,6-tris[methanoyl(methyl)amino]-3,4-bis(oxidanylidene)cyclohexa-1,5-dien-1-yl]methanamide",CN(C=O)C1=C(N(C)C=O)C(N(C)C=O)=C(N(C)C=O)C(=O)C1=O,4.004,0.64200002,0.42771468
4866719,"2,5-bis(oxidanyl)-3,6-bis(oxidanylidene)cyclohexa-1,4-diene-1,4-dicarbonitrile",N#CC1=C(O)C(=O)C(C#N)=C(O)C1=O,3.433,0.851999998,0.621675999
5158768,"2,3-bis(chloranyl)-5,6-bis(methylsulfanyl)cyclohexa-2,5-diene-1,4-dione",CSC1=C(SC)C(=O)C(Cl)=C(Cl)C1=O,3.435,0.513000011,0.374205008
8235946,"[(2R)-1-[[9,10-bis(oxidanylidene)anthracen-2-yl]amino]-1-oxidanylidene-propan-2-yl] ethanoate",CC(=O)O[C@H](C)C(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,2.43,0.989000022,0.831858908
9794096,"5,8-bis(oxidanylidene)quinoline-2-carbaldehyde",O=Cc1ccc2c(n1)C(=O)C=CC2=O,2.745,0.916000009,0.738397785
9920809,"methyl 5,6-bis(oxidanylidene)naphthalene-2-carboxylate",COC(=O)c1ccc2c(c1)C=CC(=O)C2=O,2.19,0.992999971,0.861703308
9970432,"2,3,5-tris(chloranyl)-6-ethylsulfanyl-cyclohexa-2,5-diene-1,4-dione",CCSC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,3.138,0.93900001,0.715935341
9970450,"(1R,3R)-1,3-dimethyl-1,6-dihydrobenzo[g]isochromene-4,5,9,10-tetrone",C[C@H]1O[C@H](C)C2=C(C(=O)C3=C(C(=O)C=CC3)C2=O)C1=O,4.35,0.275000006,0.172638893
9993260,"3,7-dimethyl-1,9-dihydropyrido[3,2-g]quinoline-2,5,8,10-tetrone",Cc1cc2c([nH]c1=O)C(=O)c1[nH]c(=O)c(C)cc1C2=O,2.863,0.947000027,0.750971021
9994115,"2,3,5-tris(chloranyl)-6-propylsulfanyl-cyclohexa-2,5-diene-1,4-dione",CCCSC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,3.072,0.961000025,0.739756464
10016160,"[7-methyl-5,8-bis(oxidanylidene)-2,3-dihydro-1H-pyrrolo[1,2-a]benzimidazol-3-yl] propanoate",CCC(=O)OC1CCn2c1nc1c2C(=O)C(C)=CC1=O,3.559,0.855000019,0.611895014
10019760,"2,3,5-tris(chloranyl)-6-(2-methoxyphenoxy)cyclohexa-2,5-diene-1,4-dione",COc1ccccc1OC1=C(Cl)C(=O)C(Cl)=C(Cl)C1=O,2.508,0.915000021,0.761686685
10040073,"(3aS,5S,9bS)-7,8-dimethoxy-5-methyl-3,3a,5,9b-tetrahydrofuro[3,2-c]isochromene-2,6,9-trione",COC1=C(OC)C(=O)C2=C(C1=O)[C@H](C)O[C@H]1CC(=O)O[C@@H]21,4.172,0.131999999,0.085477333
10040577,"5-methoxy-6-[(1R)-4-methyl-1-oxidanyl-pent-3-enyl]-8-oxidanyl-naphthalene-1,4-dione",COc1c([C@H](O)CC=C(C)C)cc(O)c2c1C(=O)C=CC2=O,3.423,0.751999974,0.54954487
10042743,"3-methyl-4a,8,12b-tris(oxidanyl)-4H-benzo[a]anthracene-1,7,12-trione",CC1=CC(=O)C2(O)C3=C(C=CC2(O)C1)C(=O)c1c(O)cccc1C3=O,4.098,0.479999989,0.314773326
10043231,"3-ethanoyl-5,7-dimethoxy-2-(2-oxidanylpentyl)naphthalene-1,4-dione",CCCC(O)CC1=C(C(C)=O)C(=O)c2c(OC)cc(OC)cc2C1=O,3.152,0.742999971,0.565340422
10060421,"6-pentoxyquinoline-5,8-dione",CCCCCOC1=CC(=O)c2ncccc2C1=O,2.35,0.513999999,0.436899999
10061660,"(2R)-5-methoxy-2-prop-1-en-2-yl-2,3-dihydrobenzo[f][1]benzofuran-4,9-dione",C=C(C)[C@H]1CC2=C(O1)C(=O)c1cccc(OC)c1C2=O,3.247,0.805000007,0.604018339
10063577,"2,3,5-tris(chloranyl)-6-phenoxy-cyclohexa-2,5-diene-1,4-dione",O=C1C(Cl)=C(Cl)C(=O)C(Oc2ccccc2)=C1Cl,2.472,0.901000023,0.753636464
10086578,"8-methoxy-2-(2-methylprop-1-enyl)-1-oxidanyl-anthracene-9,10-dione",COc1cccc2c1C(=O)c1c(ccc(C=C(C)C)c1O)C2=O,2.425,0.93900001,0.790325009
10088004,"methyl 2-[(1R,3R)-6-methoxy-1-methyl-5,10-bis(oxidanylidene)-3,4-dihydro-1H-benzo[g]isochromen-3-yl]ethanoate",COC(=O)C[C@H]1CC2=C(C(=O)c3cccc(OC)c3C2=O)[C@@H](C)O1,3.425,0.773999989,0.565449992
10105999,"N-[2-cyano-4,7-bis(oxidanylidene)-1,3-benzothiazol-6-yl]ethanamide",CC(=O)NC1=CC(=O)c2nc(C#N)sc2C1=O,3.303,0.985000014,0.732949455
10107508,"2-methyl-3-(3-oxidanylbutan-2-ylsulfanyl)naphthalene-1,4-dione",CC1=C(SC(C)C(C)O)C(=O)c2ccccc2C1=O,3.4,0.703999996,0.516266664
10107940,"3-butyl-2-methoxy-5-(phenylmethyl)cyclohexa-2,5-diene-1,4-dione",CCCCC1=C(OC)C(=O)C=C(Cc2ccccc2)C1=O,2.501,0.84799999,0.706572436
10131030,"3,5-dimethyl-2-[oxidanyl(pyridin-3-yl)methyl]cyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C(C(O)c2cccnc2)=C(C)C1=O,3.193,0.870999992,0.658766327
10221279,"2-[2,3-bis(oxidanyl)propylsulfanyl]-3-methyl-naphthalene-1,4-dione",CC1=C(SCC(O)CO)C(=O)c2ccccc2C1=O,2.983,0.920000017,0.717293346
10245274,"8-(1H-indol-3-yl)-2-methoxy-6-methyl-naphthalene-1,4-dione",COC1=CC(=O)c2cc(C)cc(-c3c[nH]c4ccccc34)c2C1=O,2.478,0.578000009,0.483079563
10262745,"2-ethanoyl-6-methyl-5,8-dihydronaphthalene-1,4-dione",CC(=O)C1=CC(=O)C2=C(CC=C(C)C2)C1=O,3.355,0.677999973,0.50058998
10263857,"3,6-dimethyl-5-[(Z)-pent-3-enyl]-1-benzofuran-4,7-dione",C/C=C\CCC1=C(C)C(=O)c2occ(C)c2C1=O,3.249,0.754999995,0.566333885
10265148,"3-(cyclohexylmethyl)-4-oxidanyl-naphthalene-1,2-dione",O=C1C(=O)c2ccccc2C(O)=C1CC1CCCCC1,2.335,0.856000006,0.729026672
10265291,"ethyl 1,4-bis(oxidanylidene)-6,7,8,9-tetrahydropyrido[1,2-a]indole-10-carboxylate",CCOC(=O)c1c2c(n3c1CCCC3)C(=O)C=CC2=O,2.726,0.88499999,0.715276659
10266725,"2-[tert-butyl(dimethyl)silyl]-6-phenyl-cyclohexa-2,5-diene-1,4-dione",CC(C)(C)[Si](C)(C)C1=CC(=O)C=C(c2ccccc2)C1=O,2.818,0.698000014,0.557004011
10313901,"2,3,5-tris(chloranyl)-6-phenylsulfanyl-cyclohexa-2,5-diene-1,4-dione",O=C1C(Cl)=C(Cl)C(=O)C(Sc2ccccc2)=C1Cl,2.619,0.865999997,0.710216219
10314740,"6-chloranyl-5,8-bis(oxidanyl)-7-(3-oxidanylphenoxy)naphthalene-1,4-dione",O=C1C=CC(=O)c2c(O)c(Oc3cccc(O)c3)c(Cl)c(O)c21,2.75,0.93599999,0.753999992
10332243,"[1,6-dimethyl-4,7-bis(oxidanylidene)benzimidazol-2-yl]methyl ethanoate",CC(=O)OCc1nc2c(n1C)C(=O)C(C)=CC2=O,2.819,0.698000014,0.556926455
10332818,"ethyl 3-methyl-4-oxidanyl-5,8-bis(oxidanylidene)naphthalene-2-carboxylate",CCOC(=O)c1cc2c(c(O)c1C)C(=O)C=CC2=O,2.488,0.977999985,0.816303988
10333648,"(1R,3S)-3-methyl-1,7,9-tris(oxidanyl)-3,4-dihydro-1H-benzo[g]isochromene-5,10-dione",C[C@H]1CC2=C(C(=O)c3c(O)cc(O)cc3C2=O)[C@H](O)O1,3.745,0.202000007,0.140390005
10335508,"1-heptyl-2-methyl-9H-carbazole-3,4-dione",CCCCCCCC1=C(C)C(=O)C(=O)c2c1[nH]c1ccccc21,2.513,0.890999973,0.741212977
10335762,"1,3-dimethoxy-6-methyl-2,5-bis(oxidanyl)anthracene-9,10-dione",COc1cc2c(c(OC)c1O)C(=O)c1ccc(C)c(O)c1C2=O,2.423,0.787999988,0.663408434
10352532,"1-methyl-5-oxidanyl-3,4-dihydroisoquinoline-6,7-dione",CC1=NCCC2=C(O)C(=O)C(=O)C=C12,3.425,0.754000008,0.550838895
10355530,"4,5-bis(bromanyl)cyclohexa-3,5-diene-1,2-dione",O=C1C=C(Br)C(Br)=CC1=O,2.985,0.927999973,0.723324424
10357528,"dimethyl 1,4,7-tris(oxidanylidene)benzo[7]annulene-6,8-dicarboxylate",COC(=O)c1cc2c(cc(C(=O)OC)c1=O)C(=O)C=CC2=O,2.56,0.963,0.79608
10378826,"9,9-dimethyl-10H-naphtho[1,2-f][1]benzofuran-7,11-dione",CC1(C)CC2=C(O1)C(=O)c1ccc3ccccc3c1C2=O,2.593,0.535000026,0.440305022
10382195,"2,3,5-tris(chloranyl)-6-(4-methylphenyl)sulfanyl-cyclohexa-2,5-diene-1,4-dione",Cc1ccc(SC2=C(Cl)C(=O)C(Cl)=C(Cl)C2=O)cc1,2.644,0.958999991,0.78382266
10382501,"(4Z)-7-butyl-6-methoxy-4-(phenylmethylidene)-1H-isochromene-5,8-dione",CCCCC1=C(OC)C(=O)C2=C(COC/C2=C\c2ccccc2)C1=O,2.989,0.425999999,0.331853999
