CID,HOMO,HOMO-1,delta_orbs
101214888,-0.09737,-0.18793,0.09056
101214889,-0.09604,-0.18605,0.0900099999999999
101214895,-0.11744,-0.19562,0.0781799999999999
101214897,-0.09724,-0.19049,0.09325
101218084,-0.12351,-0.22529,0.10178
101220187,-0.11379,-0.18386,0.07007
101223289,-0.09226,-0.1908,0.09854
101224688,-0.09414,-0.18521,0.09107
101224725,-0.04871,-0.18725,0.13854
101226553,-0.09757,-0.19117,0.0936
101228738,-0.09677,-0.18161,0.08484
101228739,-0.09063,-0.19502,0.10439
101228740,-0.09112,-0.19537,0.1042499999999999
101228741,-0.08964,-0.19118,0.1015399999999999
101229464,-0.08808,-0.19256,0.10448
101232698,-0.08793,-0.18185,0.09392
101232704,-0.08822,-0.18354,0.09532
101232705,-0.08583,-0.17559,0.0897599999999999
101232706,-0.08916,-0.17721,0.08805
101232707,-0.09136,-0.18316,0.0917999999999999
101232708,-0.09371,-0.18183,0.0881199999999999
101232711,-0.08659,-0.17914,0.09255
101232839,-0.09588,-0.2027,0.1068199999999999
101232842,-0.0968,-0.20301,0.10621
101234572,-0.09293,-0.18436,0.09143
101237434,-0.08958,-0.18325,0.0936699999999999
101237435,-0.10993,-0.19328,0.08335
101237436,-0.08917,-0.18268,0.09351
101237439,-0.05989,-0.18072,0.1208299999999999
101237440,-0.06016,-0.18097,0.12081
101237441,-0.06785,-0.18748,0.11963
101237442,-0.06692,-0.18661,0.11969
101237443,-0.06658,-0.18658,0.12
101237444,-0.06551,-0.1856,0.1200899999999999
101237445,-0.06544,-0.18581,0.12037
101237447,-0.06439,-0.18482,0.12043
101237626,-0.09013,-0.18925,0.09912
101238020,-0.04289,-0.17611,0.13322
101238815,-0.12961,-0.22274,0.0931299999999999
101239140,-0.11069,-0.20396,0.09327
101239421,-0.10113,-0.18276,0.08163
101240430,-0.10147,-0.19643,0.0949599999999999
101240434,-0.09597,-0.18565,0.08968
101242210,-0.08365,-0.17903,0.0953799999999999
101246575,-0.12311,-0.19194,0.06883
101246673,-0.09254,-0.1748,0.08226
101246674,-0.09022,-0.17258,0.08236
101247408,-0.10559,-0.19199,0.0863999999999999
101247409,-0.10555,-0.19186,0.08631
101247410,-0.10467,-0.19078,0.08611
101247413,-0.10346,-0.18994,0.08648
101248305,-0.09022,-0.18819,0.09797
101250893,-0.10662,-0.19881,0.0921899999999999
101250894,-0.11222,-0.20037,0.0881499999999999
101257284,-0.13363,-0.19374,0.06011
101259805,-0.1031,-0.16808,0.06498
101261065,-0.10554,-0.18413,0.07859
101261066,-0.11438,-0.18438,0.0699999999999999
101262493,-0.10412,-0.18061,0.0764899999999999
101262687,-0.10026,-0.18018,0.07992
101262834,-0.1031,-0.18641,0.08331
101263668,-0.09298,-0.19291,0.09993
101263957,-0.10865,-0.2126,0.10395
101264177,-0.09311,-0.18754,0.09443
101264179,-0.10581,-0.18049,0.07468
101264328,-0.09406,-0.1757,0.0816399999999999
101268609,-0.08485,-0.17415,0.0893
101270991,-0.09305,-0.19829,0.10524
101270992,-0.09891,-0.1847,0.08579
101271384,-0.15951,-0.19123,0.03172
101273054,-0.09661,-0.17273,0.07612
101273055,-0.09581,-0.17231,0.0764999999999999
101273125,-0.12327,-0.18817,0.0649
101273127,-0.14057,-0.20052,0.05995
101278415,-0.08365,-0.17657,0.09292
101280479,-0.08781,-0.17897,0.0911599999999999
101282627,-0.09461,-0.17294,0.07833
101286218,-0.09163,-0.19983,0.1082
101287958,-0.10906,-0.20209,0.0930299999999999
101287959,-0.09388,-0.19162,0.09774
101287960,-0.09427,-0.19537,0.1010999999999999
101287961,-0.09509,-0.19611,0.10102
101289831,-0.12012,-0.1953,0.07518
101290449,-0.08209,-0.18218,0.10009
101293596,-0.09771,-0.18023,0.08252
101293597,-0.08861,-0.1907,0.10209
101293598,-0.0936,-0.17393,0.08033
101293599,-0.11397,-0.17196,0.05799
101293603,-0.09089,-0.18678,0.09589
101297689,-0.09604,-0.19709,0.1010499999999999
101297702,-0.10239,-0.18821,0.08582
101304419,-0.10381,-0.19812,0.0943099999999999
101304420,-0.10005,-0.19389,0.09384
101316784,-0.11859,-0.19779,0.0791999999999999
101317808,-0.0829,-0.17555,0.09265
101318303,-0.09125,-0.19708,0.10583
101332938,-0.10058,-0.20559,0.1050099999999999
101332939,-0.08793,-0.19525,0.10732
101332940,-0.08517,-0.19343,0.10826
101332941,-0.10086,-0.20718,0.10632
101336267,-0.10519,-0.19189,0.0867
101341760,-0.12109,-0.18635,0.0652599999999999
101342728,-0.0965,-0.1961,0.0996
101342729,-0.09606,-0.19379,0.0977299999999999
101342732,-0.09964,-0.19555,0.09591
101342733,-0.09918,-0.19259,0.09341
101342738,-0.10116,-0.1743,0.07314
101342740,-0.09621,-0.19541,0.0992
101342741,-0.10324,-0.17788,0.07464
101342744,-0.09562,-0.19124,0.09562
101343496,-0.09946,-0.19882,0.0993599999999999
101344119,-0.0883,-0.19349,0.1051899999999999
101344579,-0.08838,-0.18889,0.10051
101345088,-0.10747,-0.20304,0.09557
101348745,-0.08501,-0.18827,0.1032599999999999
101350179,-0.10674,-0.20806,0.10132
101355259,-0.10696,-0.17514,0.0681799999999999
101355506,-0.12192,-0.22049,0.0985699999999999
101357128,-0.08588,-0.17207,0.08619
101357130,-0.09041,-0.18426,0.09385
101357131,-0.09576,-0.15792,0.06216
101360700,-0.08872,-0.19219,0.10347
101366277,-0.09617,-0.19642,0.10025
101373140,-0.10132,-0.20043,0.09911
101373652,-0.08432,-0.17678,0.0924599999999999
101375339,-0.1087,-0.19046,0.0817599999999999
101375551,-0.08867,-0.18555,0.09688
101375986,-0.12467,-0.19018,0.0655099999999999
101376206,-0.0817,-0.17196,0.09026
101378813,-0.11617,-0.18296,0.06679
101378814,-0.09581,-0.18594,0.0901299999999999
101378815,-0.10268,-0.14598,0.0433
101378816,-0.11474,-0.19058,0.07584
101379041,-0.19452,-0.19788,0.00336
101379044,-0.16272,-0.21279,0.05007
101379045,-0.11789,-0.18648,0.06859
101379048,-0.16529,-0.19176,0.02647
101383034,-0.08296,-0.19219,0.10923
101385383,-0.0755,-0.19527,0.11977
101385384,-0.07387,-0.19642,0.12255
101385385,-0.07313,-0.19409,0.12096
101385485,-0.06799,-0.19114,0.12315
101385486,-0.06734,-0.19296,0.12562
101385815,-0.10638,-0.16496,0.0585799999999999
101388790,-0.10745,-0.18176,0.07431
101389115,-0.10062,-0.18033,0.0797099999999999
101389208,-0.08829,-0.18101,0.09272
101390666,-0.09979,-0.20288,0.10309
101392899,-0.08749,-0.18077,0.0932799999999999
101392958,-0.08425,-0.17367,0.0894199999999999
101393632,-0.08649,-0.18869,0.1022
101393633,-0.08611,-0.18878,0.10267
101397016,-0.08954,-0.21262,0.12308
101397017,-0.06761,-0.19957,0.13196
101397018,-0.09245,-0.2108,0.1183499999999999
101398505,-0.10137,-0.20462,0.10325
101398506,-0.09931,-0.20227,0.10296
101398507,-0.10197,-0.20509,0.1031199999999999
101398617,-0.0868,-0.18131,0.09451
101400178,-0.07985,-0.17608,0.0962299999999999
101400632,-0.06718,-0.20107,0.13389
101402064,-0.0895,-0.19558,0.10608
101402177,-0.09734,-0.19265,0.0953099999999999
101406803,-0.08592,-0.18885,0.10293
101407702,-0.14471,-0.24661,0.1018999999999999
101407703,-0.15345,-0.23596,0.08251
101407704,-0.14062,-0.2432,0.10258
101410644,-0.09273,-0.16609,0.0733599999999999
101410942,-0.0632,-0.18551,0.12231
101410945,-0.08256,-0.18969,0.10713
101410946,-0.08184,-0.19074,0.1089
101410947,-0.07951,-0.17957,0.10006
101410951,-0.0848,-0.1831,0.0983
101411968,-0.0853,-0.17526,0.08996
101411971,-0.11814,-0.17529,0.05715
101414427,-0.03787,-0.22384,0.18597
101414820,-0.06437,-0.1844,0.12003
101414822,-0.06011,-0.18121,0.1211
101414823,-0.05665,-0.16811,0.11146
101414824,-0.06281,-0.1839,0.12109
101414825,-0.06249,-0.18373,0.12124
101414826,-0.06093,-0.18072,0.11979
101414827,-0.04413,-0.19071,0.14658
101414828,-0.05963,-0.18101,0.12138
101414829,-0.04431,-0.19116,0.1468499999999999
101415165,-0.10497,-0.20022,0.09525
101415602,-0.12737,-0.19544,0.0680699999999999
101416530,-0.08321,-0.19121,0.1079999999999999
101417351,-0.0463,-0.22037,0.17407
101417352,-0.04938,-0.21784,0.16846
101418259,-0.08613,-0.18349,0.0973599999999999
101418260,-0.10276,-0.19669,0.09393
101423208,-0.08684,-0.1842,0.09736
101423210,-0.08985,-0.17337,0.08352
101423211,-0.09329,-0.19288,0.09959
101423212,-0.09072,-0.18978,0.09906
101423215,-0.08909,-0.18426,0.09517
101423216,-0.09545,-0.17718,0.08173
101423431,-0.10404,-0.18337,0.07933
101423559,-0.06553,-0.18799,0.1224599999999999
101427023,-0.07873,-0.19518,0.11645
101427024,-0.06279,-0.19325,0.13046
101427813,-0.0928,-0.19945,0.10665
101427816,-0.11295,-0.20826,0.09531
101429064,-0.10647,-0.19508,0.08861
101431386,-0.10075,-0.18996,0.0892099999999999
101434721,-0.10446,-0.17869,0.0742299999999999
101434722,-0.10489,-0.17955,0.0746599999999999
101434723,-0.15248,-0.20338,0.0509
101435302,-0.09476,-0.19253,0.09777
101435303,-0.09517,-0.19271,0.0975399999999999
101437443,-0.09049,-0.18411,0.09362
101437703,-0.1022,-0.1829,0.0807
101437988,-0.10211,-0.2072,0.1050899999999999
101439502,-0.1159,-0.20327,0.08737
101439505,-0.09948,-0.18492,0.08544
101439507,-0.09746,-0.17413,0.07667
101439703,-0.11509,-0.19916,0.08407
101440928,-0.09804,-0.20008,0.10204
101442689,-0.09534,-0.19256,0.09722
101443610,-0.10706,-0.1836,0.07654
101444997,-0.12102,-0.19813,0.07711
101445724,-0.16166,-0.19438,0.03272
101445820,-0.07898,-0.17441,0.09543
101445821,-0.11036,-0.18669,0.07633
101445822,-0.08095,-0.18376,0.10281
101445823,-0.08073,-0.18355,0.10282
101445824,-0.09323,-0.18616,0.09293
101445825,-0.0984,-0.19284,0.09444
101445826,-0.07476,-0.17634,0.10158
101445827,-0.11123,-0.18185,0.07062
101445828,-0.0747,-0.17652,0.10182
101445829,-0.07433,-0.17652,0.10219
101445830,-0.07144,-0.17136,0.09992
101445831,-0.0736,-0.17565,0.10205
101445832,-0.08191,-0.17683,0.0949199999999999
101445833,-0.10021,-0.19296,0.09275
101445835,-0.07822,-0.17981,0.10159
101446778,-0.11059,-0.20232,0.09173
101448272,-0.0678,-0.20106,0.13326
101449393,-0.08551,-0.19634,0.1108299999999999
101449394,-0.09684,-0.19704,0.1002
101449898,-0.13313,-0.17058,0.03745
101449899,-0.12996,-0.15883,0.02887
101453250,-0.09391,-0.19945,0.10554
101454796,-0.08993,-0.2044,0.11447
101457188,-0.09176,-0.17009,0.07833
101457540,-0.10027,-0.19492,0.09465
101457543,-0.11541,-0.20019,0.08478
101458021,-0.10073,-0.20539,0.1046599999999999
101459361,-0.12164,-0.21244,0.0907999999999999
101459637,-0.10213,-0.20182,0.09969
101460377,-0.10798,-0.17838,0.0704
101460378,-0.10872,-0.18087,0.07215
101460381,-0.0943,-0.18036,0.08606
101464873,-0.10692,-0.20449,0.09757
101464876,-0.08705,-0.20188,0.11483
101465546,-0.07551,-0.1792,0.10369
101465547,-0.08303,-0.18595,0.10292
101467393,-0.06322,-0.1895,0.12628
101467885,-0.10093,-0.20244,0.10151
101468154,-0.09597,-0.18763,0.0916599999999999
101468888,-0.09956,-0.19429,0.09473
101469774,-0.08965,-0.19245,0.1028
101469909,-0.12249,-0.19176,0.06927
101469913,-0.11894,-0.19482,0.0758799999999999
101472729,-0.17778,-0.20413,0.02635
101473367,-0.09077,-0.19091,0.1001399999999999
101476057,-0.09198,-0.20578,0.1137999999999999
101476976,-0.12502,-0.20637,0.08135
101476977,-0.12123,-0.22007,0.0988399999999999
101477682,-0.14712,-0.22632,0.0791999999999999
101477683,-0.13216,-0.23964,0.1074799999999999
101478523,-0.04065,-0.20238,0.16173
101479071,-0.13437,-0.22523,0.09086
101485546,-0.11691,-0.20341,0.0865
101485547,-0.10652,-0.19209,0.08557
101485548,-0.10207,-0.18904,0.08697
101485549,-0.10532,-0.19145,0.08613
101492732,-0.10389,-0.19482,0.09093
101493014,-0.09254,-0.17627,0.08373
101493015,-0.09206,-0.17624,0.08418
101493016,-0.09301,-0.17713,0.08412
101493017,-0.11574,-0.18622,0.07048
101493018,-0.09366,-0.17772,0.08406
101493019,-0.10271,-0.17561,0.0728999999999999
101493020,-0.09109,-0.17418,0.08309
101496071,-0.09168,-0.19242,0.10074
101496696,-0.09049,-0.19521,0.10472
101496926,-0.11661,-0.19804,0.0814299999999999
101496927,-0.11135,-0.19002,0.0786699999999999
101496928,-0.10803,-0.19186,0.08383
101497826,-0.12751,-0.17528,0.0477699999999999
101498952,-0.12445,-0.17627,0.05182
101498953,-0.09986,-0.17635,0.07649
101500281,-0.09189,-0.18984,0.09795
101500282,-0.10655,-0.19548,0.0889299999999999
101503056,-0.1011,-0.19703,0.09593
101503057,-0.10417,-0.20016,0.09599
101503059,-0.106,-0.205,0.0989999999999999
101507809,-0.12758,-0.23447,0.10689
101509370,-0.0974,-0.19331,0.09591
101509749,-0.19046,-0.21835,0.0278899999999999
101513743,-0.11548,-0.20012,0.0846399999999999
101516732,-0.11545,-0.18967,0.07422
101517607,-0.10182,-0.19625,0.09443
101517731,-0.0946,-0.19371,0.0991099999999999
101518792,-0.09174,-0.1765,0.0847599999999999
101519056,-0.12424,-0.16496,0.0407199999999999
101521262,-0.09779,-0.18324,0.0854499999999999
101521263,-0.09924,-0.18472,0.08548
101521265,-0.11257,-0.18967,0.0771
101521547,-0.12061,-0.19649,0.07588
101521549,-0.09689,-0.19088,0.0939899999999999
101521550,-0.09729,-0.18943,0.0921399999999999
101521855,-0.10046,-0.20028,0.09982
101521859,-0.09203,-0.19083,0.0988
101522916,-0.18355,-0.19761,0.01406
101523963,-0.09984,-0.19465,0.0948099999999999
101523966,-0.10095,-0.19038,0.08943
101524871,-0.11695,-0.20596,0.08901
101527032,-0.10444,-0.20033,0.09589
101527033,-0.12283,-0.19241,0.06958
101527034,-0.10097,-0.19677,0.0958
101527035,-0.09915,-0.19522,0.09607
101527037,-0.09923,-0.19529,0.0960599999999999
101528199,-0.09215,-0.18514,0.09299
101529248,-0.09249,-0.17343,0.08094
101529249,-0.09154,-0.16985,0.07831
101532635,-0.09551,-0.18184,0.08633
101532636,-0.09244,-0.19563,0.10319
101535215,-0.09566,-0.18161,0.08595
101537089,-0.09935,-0.19549,0.09614
101538675,-0.08766,-0.18651,0.09885
101538676,-0.11056,-0.2059,0.09534
101538677,-0.09144,-0.19317,0.10173
101538678,-0.10727,-0.19955,0.09228
101538679,-0.09154,-0.19921,0.10767
101538681,-0.09486,-0.19589,0.10103
101539593,-0.10106,-0.18706,0.086
101540662,-0.10677,-0.20541,0.09864
101540663,-0.10656,-0.20174,0.09518
101540664,-0.10619,-0.20498,0.0987899999999999
101540665,-0.13072,-0.21255,0.0818299999999999
101540666,-0.10617,-0.2013,0.09513
101541573,-0.10154,-0.19383,0.09229
101542357,-0.1395,-0.17448,0.0349799999999999
101542358,-0.14321,-0.17918,0.03597
101542363,-0.13135,-0.16259,0.03124
101542364,-0.12331,-0.19461,0.0713
101542365,-0.12498,-0.19919,0.07421
101542683,-0.10471,-0.19923,0.0945199999999999
101544204,-0.10439,-0.18809,0.0837
101544206,-0.12763,-0.20666,0.07903
101544870,-0.09369,-0.17761,0.08392
101546374,-0.11109,-0.19587,0.08478
101546805,-0.11951,-0.19394,0.07443
101547664,-0.10657,-0.20304,0.09647
101552268,-0.09778,-0.19271,0.0949299999999999
101552505,-0.10963,-0.19623,0.0865999999999999
101553894,-0.10494,-0.1985,0.09356
101557306,-0.12516,-0.21987,0.09471
101557308,-0.08984,-0.19535,0.1055099999999999
101557496,-0.10616,-0.17592,0.0697599999999999
101558802,-0.11227,-0.20532,0.09305
101558803,-0.11019,-0.20376,0.09357
101560564,-0.09362,-0.18638,0.09276
101562315,-0.12429,-0.19966,0.07537
101562857,-0.10253,-0.19455,0.09202
101565262,-0.09111,-0.19191,0.1008
101565263,-0.12313,-0.20207,0.07894
101565266,-0.11982,-0.20209,0.08227
101565267,-0.1018,-0.1959,0.0940999999999999
101565989,-0.09469,-0.18895,0.09426
101566389,-0.09643,-0.19508,0.09865
101566394,-0.10743,-0.19915,0.09172
101567349,-0.10177,-0.1987,0.0969299999999999
101570126,-0.11952,-0.19305,0.07353
101572689,-0.09621,-0.18604,0.08983
101573131,-0.10848,-0.18945,0.08097
101573132,-0.11511,-0.18539,0.07028
101573134,-0.0984,-0.17981,0.08141
101575958,-0.11886,-0.20282,0.08396
101577765,-0.10152,-0.19741,0.09589
101578571,-0.11621,-0.1971,0.08089
101578573,-0.09107,-0.19855,0.10748
101578858,-0.08888,-0.18316,0.0942799999999999
101579559,-0.12568,-0.21429,0.08861
101581108,-0.07785,-0.18582,0.10797
101581109,-0.09167,-0.18503,0.09336
101581668,-0.09828,-0.19896,0.1006799999999999
101584014,-0.10333,-0.20288,0.09955
101585716,-0.08485,-0.18072,0.09587
101586704,-0.09376,-0.18741,0.09365
101590413,-0.11228,-0.19826,0.0859799999999999
101590498,-0.09016,-0.18154,0.09138
101592460,-0.0986,-0.20387,0.10527
101592461,-0.11395,-0.20891,0.09496
101593997,-0.09704,-0.19587,0.0988299999999999
101593998,-0.10766,-0.20757,0.09991
101594267,-0.10771,-0.19426,0.0865499999999999
101594268,-0.10476,-0.19042,0.08566
101594269,-0.10596,-0.19036,0.0844
101594270,-0.10949,-0.19481,0.08532
101594271,-0.10686,-0.19324,0.08638
101594272,-0.10321,-0.19097,0.08776
101594273,-0.10236,-0.19117,0.08881
101594274,-0.10355,-0.19143,0.0878799999999999
101596467,-0.09467,-0.18513,0.0904599999999999
101596468,-0.09085,-0.18402,0.0931699999999999
101598563,-0.09149,-0.18647,0.09498
101598564,-0.09187,-0.18229,0.09042
101599830,-0.09593,-0.17914,0.0832099999999999
101599831,-0.09086,-0.18114,0.09028
101602450,-0.08879,-0.21798,0.12919
101603194,-0.08619,-0.18757,0.1013799999999999
101604337,-0.09008,-0.18524,0.09516
101604765,-0.08168,-0.17619,0.09451
101604768,-0.08379,-0.1787,0.09491
101604769,-0.08477,-0.17892,0.09415
101605917,-0.08521,-0.18615,0.10094
101606240,-0.09035,-0.19852,0.10817
101606438,-0.10266,-0.20618,0.10352
101607190,-0.09161,-0.19256,0.10095
101609058,-0.11627,-0.18437,0.0681
101609059,-0.09788,-0.18402,0.08614
101609952,-0.10653,-0.18811,0.08158
101610112,-0.11708,-0.19699,0.07991
101610113,-0.12703,-0.20039,0.07336
101610114,-0.1051,-0.18595,0.08085
101610115,-0.10206,-0.1834,0.08134
101610126,-0.13792,-0.22132,0.0834
101610127,-0.13903,-0.22302,0.08399
101615919,-0.09442,-0.19176,0.09734
101618302,-0.09896,-0.18502,0.0860599999999999
101618303,-0.09904,-0.18514,0.0861
101618304,-0.0923,-0.19808,0.10578
101618305,-0.09354,-0.1992,0.1056599999999999
101618306,-0.11017,-0.18762,0.07745
101618606,-0.09076,-0.19003,0.09927
101618607,-0.08978,-0.18295,0.09317
101618608,-0.09143,-0.18898,0.09755
101618978,-0.09372,-0.1843,0.09058
101621374,-0.09476,-0.18653,0.09177
101623322,-0.09943,-0.17901,0.07958
101624059,-0.09719,-0.18231,0.08512
101626110,-0.12327,-0.19773,0.0744599999999999
101626182,-0.12226,-0.18464,0.06238
101627867,-0.08273,-0.17531,0.09258
101627868,-0.08191,-0.17429,0.09238
101627870,-0.10458,-0.17067,0.0660899999999999
101627872,-0.08827,-0.18687,0.0986
101629999,-0.09561,-0.20306,0.1074499999999999
101630625,-0.09762,-0.18211,0.08449
101631078,-0.09704,-0.18071,0.08367
101631551,-0.08377,-0.17542,0.09165
101634377,-0.08468,-0.18215,0.09747
101634662,-0.10189,-0.20469,0.1028
101634663,-0.09643,-0.20413,0.1077
101634664,-0.09386,-0.20042,0.1065599999999999
101636462,-0.06808,-0.18505,0.1169699999999999
101636463,-0.12228,-0.19096,0.0686799999999999
101637610,-0.10204,-0.19944,0.0974
101638711,-0.08784,-0.18871,0.1008699999999999
101639085,-0.08537,-0.17695,0.09158
101639255,-0.0839,-0.17834,0.09444
101643351,-0.11835,-0.17977,0.06142
101643546,-0.09096,-0.19717,0.10621
101644178,-0.10598,-0.18459,0.07861
101644179,-0.09683,-0.18156,0.08473
101644180,-0.09753,-0.1828,0.0852699999999999
101644181,-0.09744,-0.18254,0.0851
101649172,-0.0915,-0.18545,0.09395
101651786,-0.09093,-0.19616,0.10523
101651787,-0.10595,-0.1948,0.08885
101656397,-0.13232,-0.20898,0.07666
101656398,-0.13396,-0.21253,0.07857
101656399,-0.10736,-0.1912,0.08384
101656400,-0.11117,-0.19946,0.08829
101656401,-0.1069,-0.19379,0.08689
101656403,-0.12434,-0.20297,0.07863
101657437,-0.12331,-0.21713,0.0938199999999999
101657710,-0.08593,-0.17649,0.09056
101662111,-0.08814,-0.18469,0.09655
101662112,-0.10091,-0.1936,0.09269
101662113,-0.08712,-0.18705,0.0999299999999999
101662114,-0.08838,-0.18921,0.1008299999999999
101662115,-0.10544,-0.19619,0.09075
101662340,-0.08635,-0.18376,0.09741
101662571,-0.08971,-0.19503,0.10532
101662572,-0.09086,-0.19608,0.10522
101662573,-0.10346,-0.1993,0.09584
101662574,-0.1028,-0.20388,0.10108
101662575,-0.08879,-0.18874,0.09995
101662576,-0.08795,-0.18866,0.10071
101662577,-0.08975,-0.1965,0.10675
101663315,-0.09718,-0.17076,0.0735799999999999
101665373,-0.08044,-0.17527,0.09483
101665858,-0.10111,-0.20763,0.10652
101665859,-0.09699,-0.20062,0.1036299999999999
101666352,-0.11191,-0.19793,0.08602
101666353,-0.09072,-0.18511,0.09439
101666355,-0.09722,-0.18998,0.09276
101666356,-0.10118,-0.19195,0.09077
101666357,-0.10199,-0.19204,0.0900499999999999
101666358,-0.09707,-0.19684,0.0997699999999999
101666628,-0.08852,-0.1761,0.08758
101667317,-0.09849,-0.20489,0.1064
101667318,-0.13082,-0.20968,0.07886
101667319,-0.12291,-0.21383,0.0909199999999999
101667322,-0.10519,-0.20282,0.09763
101667323,-0.09774,-0.20333,0.10559
101667324,-0.09542,-0.19058,0.09516
101667557,-0.09121,-0.16798,0.0767699999999999
101669107,-0.10607,-0.20505,0.09898
101669275,-0.09914,-0.20537,0.1062299999999999
101669809,-0.12302,-0.19994,0.07692
101669810,-0.11408,-0.19188,0.0778
101670409,-0.11929,-0.16511,0.04582
101671141,-0.11717,-0.19619,0.07902
101671142,-0.11489,-0.19524,0.0803499999999999
101672349,-0.13569,-0.20176,0.0660699999999999
101672356,-0.131,-0.19946,0.06846
101672360,-0.11988,-0.17659,0.0567099999999999
101673469,-0.10583,-0.18275,0.07692
101674965,-0.11554,-0.19142,0.07588
101674967,-0.11608,-0.19539,0.07931
101674968,-0.11531,-0.19164,0.07633
101674970,-0.10955,-0.18283,0.07328
101674971,-0.1091,-0.18258,0.0734799999999999
101678466,-0.11593,-0.19537,0.0794399999999999
101678467,-0.11593,-0.19537,0.0794399999999999
101679989,-0.11931,-0.20904,0.08973
101679994,-0.12677,-0.20501,0.07824
101681747,-0.12818,-0.19581,0.06763
101682685,-0.13126,-0.19091,0.05965
101683237,-0.11686,-0.19417,0.07731
101683500,-0.11919,-0.20296,0.08377
101685109,-0.11467,-0.20678,0.09211
101685111,-0.11297,-0.20435,0.09138
101685705,-0.11762,-0.19346,0.0758399999999999
101685706,-0.11844,-0.1931,0.0746599999999999
101686393,-0.12091,-0.20445,0.0835399999999999
101686394,-0.11706,-0.19589,0.07883
101687543,-0.12641,-0.19968,0.07327
101688435,-0.12134,-0.1935,0.07216
101688656,-0.12441,-0.21049,0.08608
101690158,-0.12899,-0.20278,0.07379
101691020,-0.11556,-0.19827,0.08271
101691236,-0.11691,-0.19839,0.08148
101692907,-0.16926,-0.17974,0.01048
101695836,-0.12025,-0.17904,0.05879
101695837,-0.11995,-0.17897,0.0590199999999999
101695838,-0.12295,-0.199,0.07605
101695839,-0.12469,-0.19893,0.07424
101695840,-0.12395,-0.18443,0.06048
101696506,-0.10852,-0.19899,0.09047
101699061,-0.11748,-0.19089,0.07341
101701833,-0.12022,-0.18905,0.06883
101703559,-0.13298,-0.19642,0.06344
101705820,-0.12463,-0.20675,0.0821199999999999
101706106,-0.11719,-0.20711,0.0899199999999999
101707428,-0.08573,-0.19693,0.1112
101707610,-0.1155,-0.20659,0.0910899999999999
101708152,-0.12379,-0.18895,0.06516
101708155,-0.1248,-0.18907,0.06427
101708158,-0.12078,-0.19649,0.07571
101710606,-0.11811,-0.20495,0.0868399999999999
101712091,-0.12165,-0.1902,0.06855
101715347,-0.1147,-0.21048,0.09578
101716030,-0.12471,-0.19977,0.07506
101717114,-0.12119,-0.18269,0.0614999999999999
101719317,-0.12827,-0.19139,0.06312
101723771,-0.12383,-0.19498,0.0711499999999999
101723774,-0.11216,-0.19642,0.08426
101723775,-0.11303,-0.20152,0.08849
101723776,-0.11129,-0.19483,0.08354
101723777,-0.11415,-0.20161,0.08746
101723778,-0.11344,-0.20112,0.08768
101723779,-0.12869,-0.19488,0.06619
101723780,-0.12187,-0.19278,0.07091
101725202,-0.12829,-0.20114,0.07285
101725203,-0.12922,-0.203,0.07378
101725255,-0.11617,-0.19199,0.07582
101725257,-0.11645,-0.18928,0.07283
101726437,-0.12144,-0.19488,0.0734399999999999
101727256,-0.12286,-0.18882,0.0659599999999999
101728476,-0.11451,-0.19493,0.0804199999999999
101728478,-0.11249,-0.19289,0.0804
101728479,-0.11207,-0.19241,0.08034
101731667,-0.12702,-0.18367,0.05665
101735292,-0.11898,-0.20306,0.0840799999999999
101735296,-0.11734,-0.20076,0.08342
101736822,-0.13103,-0.20157,0.0705399999999999
101736823,-0.14289,-0.2203,0.07741
101738325,-0.12795,-0.1876,0.0596499999999999
101742014,-0.11267,-0.18936,0.07669
101743356,-0.12263,-0.2073,0.08467
101744185,-0.12562,-0.15467,0.0290499999999999
101746612,-0.14588,-0.19328,0.0474
101751152,-0.12061,-0.19789,0.07728
101754870,-0.13365,-0.18959,0.05594
101755402,-0.12343,-0.17942,0.05599
101757825,-0.1207,-0.20013,0.07943
101760601,-0.11877,-0.17038,0.05161
101761053,-0.09734,-0.19017,0.09283
101762082,-0.11394,-0.20101,0.08707
101762576,-0.13482,-0.20907,0.07425
101764030,-0.12488,-0.20039,0.07551
101764032,-0.12926,-0.19714,0.06788
101764035,-0.1288,-0.1974,0.0686
101764918,-0.14801,-0.22281,0.0748
101767153,-0.12308,-0.18427,0.0611899999999999
101767154,-0.12408,-0.1854,0.06132
101767155,-0.12301,-0.18401,0.061
101767466,-0.11696,-0.19913,0.08217
101769668,-0.12512,-0.20732,0.0822
101772740,-0.12411,-0.18581,0.0617
101774254,-0.12891,-0.20266,0.07375
101774256,-0.12755,-0.20187,0.07432
101776037,-0.11474,-0.17997,0.06523
101780499,-0.11967,-0.20905,0.08938
101780501,-0.11807,-0.20649,0.08842
101780502,-0.12963,-0.21589,0.08626
101780503,-0.11905,-0.20729,0.08824
101781364,-0.11452,-0.19188,0.07736
101783285,-0.11905,-0.19326,0.0742099999999999
101785234,-0.1359,-0.20725,0.07135
101785236,-0.1364,-0.20612,0.06972
101792520,-0.12231,-0.18404,0.06173
101795911,-0.11507,-0.19473,0.0796599999999999
101795912,-0.11978,-0.21135,0.09157
101795913,-0.1152,-0.19959,0.0843899999999999
101795914,-0.11263,-0.19307,0.08044
101796435,-0.09775,-0.19191,0.09416
101798824,-0.11565,-0.19672,0.08107
